"10","5"
"12","59"
"13","7"
"17","7"
"29","2"
"31","86"
"33","84"
"34","32"
"35","34"
"39","1"
"40","7"
"43","76"
"45","30"
"50","15"
"52","27"
"53","3"
"55","2"
"56","43"
"57","9"
"64","9"
"67","4"
"71","1"
"72","1"
"73","2"
"75","9"
"77","150"
"79","13"
"80","6"
"82","6"
"84","1"
"88","8"
"89","32"
"92","38"
"95","6"
"96","8"
"97","20"
"99","8"
"100","45"
"105","12"
"109","30"
"110","1"
"114","7"
"115","13"
"117","2"
"118","7"
"119","8"
"120","372"
"123","50"
"124","15"
"128","38"
"129","1"
"130","77"
"139","22"
"140","35"
"143","61"
"145","10"
"150","1"
"155","8"
"159","104"
"160","8"
"161","11"
"163","23"
"164","11"
"166","26"
"171","23"
"172","3"
"173","43"
"176","68"
"178","10"
"179","36"
"187","20"
"192","20"
"193","1"
"199","25"
"201","31"
"202","2"
"203","9"
"204","10"
"211","39"
"212","5"
"213","1"
"214","25"
"215","2"
"216","73"
"220","12"
"223","35"
"228","15"
"229","31"
"237","4"
"239","19"
"241","20"
"243","18"
"247","4"
"248","4"
"250","9"
"251","6"
"254","64"
"257","1"
"258","5"
"260","4"
"262","8"
"267","9"
"270","3"
"273","6"
"278","2"
"279","4"
"280","3"
"281","10"
"282","25"
"283","42"
"286","22"
"287","27"
"288","60"
"290","20"
"291","8"
"292","22"
"293","27"
"300","28"
"302","120"
"306","10"
"307","5"
"315","240"
"316","28"
"318","35"
"324","8"
"325","9"
"328","10"
"329","5"
"335","50"
"339","5"
"341","6"
"342","8"
"347","1"
"351","70"
"353","2"
"355","67"
"356","15"
"358","27"
"359","33"
"368","11"
"370","19"
"373","9"
"374","34"
"376","14"
"378","39"
"380","35"
"382","12"
"384","71"
"386","35"
"388","28"
"389","16"
"390","90"
"391","16"
"392","1"
"393","14"
"394","37"
"396","8"
"399","20"
"404","41"
"407","43"
"413","8"
"414","21"
"415","7"
"416","19"
"418","43"
"421","7"
"423","22"
"424","4"
"425","13"
"427","2"
"430","18"
"432","15"
"434","22"
"438","46"
"439","26"
"440","24"
"443","20"
"444","50"
"449","5"
"451","7"
"452","11"
"456","41"
"457","22"
"461","42"
"465","25"
"467","1"
"468","30"
"471","42"
"473","60"
"474","28"
"476","43"
"478","8"
"479","62"
"481","48"
"482","9"
"489","52"
"490","29"
"491","50"
"492","26"
"493","52"
"497","11"
"498","12"
"499","19"
"504","17"
"506","7"
"507","6"
"508","12"
"511","142"
"512","42"
"515","30"
"517","15"
"519","61"
"520","67"
"524","77"
"526","7"
"528","7"
"530","7"
"531","53"
"534","5"
"536","52"
"541","31"
"543","16"
"544","11"
"545","5"
"550","1"
"551","107"
"554","24"
"555","21"
"557","90"
"559","24"
"561","29"
"566","17"
"567","16"
"568","7"
"569","11"
"574","114"
"575","5"
"576","266"
"577","8"
"578","4"
"581","3"
"582","9"
"584","25"
"592","37"
"593","21"
"596","18"
"600","56"
"602","27"
"605","7"
"606","88"
"610","2"
"611","61"
"613","24"
"616","7"
"617","115"
"619","11"
"621","124"
"622","4"
"624","39"
"625","1"
"627","18"
"628","2"
"629","33"
"631","29"
"634","23"
"635","6"
"636","82"
"638","42"
"641","2"
"644","39"
"646","6"
"648","8"
"650","21"
"651","76"
"652","8"
"653","50"
"658","115"
"660","28"
"662","11"
"663","2"
"665","4"
"667","5"
"674","41"
"677","3"
"680","21"
"681","43"
"682","1"
"684","17"
"685","5"
"687","36"
"688","15"
"689","10"
"691","36"
"693","64"
"696","3"
"697","8"
"699","35"
"706","5"
"708","10"
"709","2"
"715","2"
"718","38"
"723","29"
"724","3"
"726","1"
"727","5"
"731","23"
"733","13"
"734","3"
"735","28"
"736","1"
"737","76"
"741","23"
"742","61"
"743","12"
"745","2"
"754","21"
"762","130"
"765","56"
"766","12"
"767","11"
"768","34"
"769","15"
"770","26"
"772","10"
"777","10"
"780","28"
"782","3"
"783","23"
"786","260"
"790","49"
"791","37"
"792","14"
"794","6"
"795","67"
"797","49"
"799","6"
"801","223"
"803","11"
"808","6"
"809","139"
"810","7"
"814","6"
"815","8"
"816","4"
"822","40"
"823","12"
"824","92"
"825","4"
"827","4"
"831","6"
"834","3"
"843","13"
"844","15"
"846","5"
"847","20"
"849","152"
"850","20"
"852","37"
"854","38"
"855","24"
"856","81"
"857","40"
"860","16"
"863","1"
"864","31"
"865","19"
"867","19"
"869","32"
"873","4"
"876","5"
"877","12"
"879","192"
"880","19"
"881","11"
"882","10"
"883","15"
"885","4"
"886","14"
"887","1"
"888","107"
"890","15"
"892","39"
"895","15"
"896","11"
"898","7"
"906","2"
"907","92"
"908","3"
"909","9"
"912","22"
"915","48"
"916","31"
"918","34"
"923","18"
"924","56"
"930","41"
"931","15"
"932","23"
"937","3"
"938","5"
"939","23"
"942","2"
"944","7"
"945","97"
"946","33"
"949","10"
"950","1"
"951","5"
"952","10"
"953","26"
"957","4"
"960","4"
"961","16"
"962","1"
"963","53"
"967","9"
"970","25"
"973","7"
"976","32"
"977","42"
"980","6"
"981","6"
"983","2"
"988","6"
"990","23"
"991","8"
"993","1"
"995","6"
"996","39"
"997","10"
"998","21"
"1002","73"
"1010","22"
"1011","3"
"1017","25"
"1026","47"
"1028","1"
"1031","16"
"1042","1"
"1043","18"
"1049","1"
"1050","42"
"1052","2"
"1056","35"
"1057","25"
"1059","12"
"1062","6"
"1064","1"
"1065","47"
"1066","2"
"1069","17"
"1070","13"
"1071","1"
"1076","18"
"1082","9"
"1083","43"
"1084","6"
"1088","15"
"1091","21"
"1093","26"
"1095","18"
"1104","18"
"1105","29"
"1106","5"
"1107","93"
"1108","82"
"1109","10"
"1111","6"
"1113","43"
"1114","18"
"1115","31"
"1118","6"
"1119","51"
"1121","116"
"1122","67"
"1123","23"
"1125","2"
"1126","74"
"1129","26"
"1131","88"
"1132","5"
"1133","51"
"1139","39"
"1140","63"
"1141","19"
"1143","11"
"1144","38"
"1145","33"
"1146","4"
"1151","32"
"1153","18"
"1156","140"
"1162","6"
"1164","5"
"1165","18"
"1166","14"
"1167","2"
"1176","36"
"1178","7"
"1180","12"
"1188","9"
"1189","1"
"1190","9"
"1192","6"
"1193","23"
"1194","22"
"1197","11"
"1200","14"
"1202","3"
"1203","13"
"1209","5"
"1210","22"
"1212","4"
"1213","42"
"1215","44"
"1219","7"
"1223","7"
"1225","17"
"1226","4"
"1227","1"
"1229","1"
"1230","3"
"1233","1"
"1234","8"
"1236","17"
"1237","1"
"1238","7"
"1240","18"
"1241","1"
"1242","164"
"1243","2"
"1247","2"
"1252","21"
"1254","5"
"1255","66"
"1256","37"
"1259","2"
"1261","4"
"1262","43"
"1264","10"
"1266","5"
"1270","26"
"1273","67"
"1275","10"
"1276","5"
"1279","35"
"1282","6"
"1283","40"
"1285","24"
"1286","20"
"1291","6"
"1293","18"
"1296","32"
"1298","32"
"1299","2"
"1300","13"
"1303","103"
"1304","4"
"1306","34"
"1307","73"
"1309","27"
"1311","6"
"1314","20"
"1315","7"
"1318","8"
"1326","34"
"1329","10"
"1330","35"
"1337","19"
"1340","15"
"1341","11"
"1342","3"
"1343","8"
"1347","6"
"1350","25"
"1353","25"
"1356","16"
"1357","243"
"1358","39"
"1359","7"
"1363","14"
"1364","15"
"1365","3"
"1366","12"
"1368","3"
"1374","13"
"1375","41"
"1377","61"
"1378","39"
"1379","52"
"1381","30"
"1386","5"
"1387","10"
"1388","100"
"1389","27"
"1390","46"
"1391","42"
"1392","2"
"1393","4"
"1394","1"
"1395","116"
"1397","9"
"1398","80"
"1402","23"
"1404","1"
"1405","13"
"1408","11"
"1411","3"
"1412","18"
"1415","36"
"1417","47"
"1418","22"
"1419","33"
"1420","6"
"1421","4"
"1423","31"
"1424","2"
"1427","68"
"1428","25"
"1429","58"
"1434","38"
"1436","21"
"1437","74"
"1438","29"
"1441","12"
"1443","1"
"1444","1"
"1446","2"
"1450","24"
"1451","1"
"1452","7"
"1454","18"
"1455","42"
"1456","2"
"1458","9"
"1461","2"
"1463","4"
"1464","27"
"1465","31"
"1466","2"
"1467","35"
"1468","14"
"1469","36"
"1471","31"
"1473","3"
"1475","12"
