ID,Matches played,Name,Highlander games,6's games,Defaults,Country
6384,107,vroni,3,78,1,Germany
2870,107,Goose,35,54,0,UnitedKingdom
37855,107,Hank,15,76,0,Finland
32632,107,Imortist,37,54,0,Russia
2084,107,demsii,22,58,0,Netherlands
119186,107,Racso,11,88,0,Sweden
67108,107,senko,12,89,1,Belgium
92166,106,MatZer,36,63,0,Poland
9532,106,wolve,20,70,0,Sweden
45947,106,walters,18,58,0,Latvia
114504,106,Matthes,2,93,0,England
5471,106,Sikopata,2,89,0,Spain
7681,106,Vladi,2,75,0,Germany
63235,106,Cherie,47,50,0,Russia
129422,106,trum,20,74,0,Hungary
116391,106,0mger,34,63,0,Finland
102713,106,adamracek,19,68,1,CzechRepublic
84143,106,Drezzo,14,81,0,England
97911,106,Miju,9,86,1,Germany
2805,106,Hurmukka,8,72,0,Finland
112326,106,MrBliss,53,20,0,England
117878,106,Shadu,20,82,1,UnitedKingdom
107688,106,Dwapking,33,62,0,Belgium
92183,106,J3pp3,31,64,0,Finland
5507,105,Redzzzz,0,95,0,Russia
91929,105,AWJ,8,93,0,UnitedKingdom
96201,105,jyrkas,39,46,0,CzechRepublic
77830,105,yllen,5,88,0,UnitedKingdom
34133,105,flandre,26,33,1,Russia
123528,105,wiitabix,46,48,0,UnitedKingdom
34721,105,Flow.,46,32,0,Germany
91449,105,Erupo89,71,15,0,Italy
10525,105,rIdEn,3,71,0,Germany
31158,105,DimoN_Net,48,54,0,Ukraine
4497,105,KnOxXx,3,95,0,France
125694,105,Eddie,17,71,0,UnitedKingdom
64969,105,sage,0,85,0,Spain
75650,105,1pt,35,44,0,Switzerland
105093,105,Hoxtilicious,42,47,0,Slovakia
57499,105,Karnax,0,95,1,France
44291,104,Limp.,27,68,0,Finland
67513,104,FLOWER,8,84,2,Sweden
66891,104,PeterPan,0,92,1,Germany
121315,104,Celerio,4,90,1,France
1478,104,wrdo,8,86,0,Finland
6710,104,Konfy,2,73,0,Germany
126485,104,snh,12,80,2,CzechRepublic
95066,104,Piney,48,36,0,UnitedKingdom
80409,104,Leagle_,42,51,0,Finland
89828,104,BRASILGORILA99,4,77,0,Portugal
159,104,Coinz,7,65,0,Portugal
110016,104,~Solar,52,39,0,European
45597,104,Bulle,17,72,0,France
41324,104,Funkadelic,4,82,1,Ireland
90402,103,BaaBo,46,50,0,Finland
44215,103,Named,20,60,0,Estonia
90808,103,nole,38,45,1,Germany
1303,103,baerbel,2,72,0,BosniaHerzegovina
104914,103,krokit,6,93,0,England
66648,103,sp,47,35,0,Belgium
2314,103,Roque,25,72,0,Finland
43233,103,cribbe,21,71,0,Ireland
41592,103,Lurius,18,75,0,France
111230,103,denkra,48,25,0,Germany
11411,103,punct,22,57,0,Romania
13739,103,LillCeder,8,73,0,Sweden
58887,103,Goreston,69,11,0,UnitedKingdom
2060,103,Kain,0,95,0,Germany
15132,103,Dok125,13,66,0,Russia
7792,103,Rex,12,87,0,England
1933,103,albert,2,69,0,UnitedKingdom
93760,103,Fribs,17,85,0,UnitedKingdom
22665,103,Axe,7,68,0,Russia
28335,103,Ritalin,38,41,0,Scotland
65835,103,foungi,59,29,0,Germany
123251,103,Jack,56,29,0,Germany
117784,103,Divine,20,71,2,Netherlands
10449,102,Buffalo Bill,19,52,0,Netherlands
42826,102,MIndYe,29,50,0,Finland
60113,102,fanny_filth,33,43,0,Norway
107813,102,Elyassu,17,77,0,UnitedKingdom
89258,102,sorsa,16,66,0,Finland
14107,102,Whiteglow,3,87,0,Russia
6155,102,rtan,4,77,0,Scotland
119040,102,marcel,11,74,1,France
11869,102,MightyMe,16,66,0,Netherlands
22694,102,Sef,14,65,0,Portugal
66123,102,Hellblazer,0,94,0,Bulgaria
73313,101,loopster,7,90,0,France
111710,101,lawjr,35,50,0,England
119586,101,karppi,52,32,0,Finland
126619,101,Kingorcoc,26,63,0,Germany
78434,101,madmak,13,81,0,Russia
71870,101,Tompe,24,68,0,Finland
62856,101,Zangetsu,1,79,0,Israel
97248,101,ekta koling,2,91,0,CzechRepublic
23602,101,Marf,42,50,0,Germany
120255,101,Morgan,34,44,0,European
112607,101,Cuby,16,77,0,France
1388,100,MoRpHKoPf,6,83,0,Germany
11318,100,LaMqTa,9,55,2,Bulgaria
111764,100,shinso,44,49,0,Serbia
72215,100,chooper,81,3,0,European
92088,100,kpopfan69,0,91,2,France
43274,100,Unlimited,29,55,8,Russia
92566,100,hi im cupcake,5,90,0,UnitedKingdom
89716,100,dissy,32,55,1,Finland
46022,100,Dompa,18,45,1,Croatia
23526,100,Kaneco,26,45,1,Portugal
46737,100,Spike,12,63,2,Spain
12449,100,Gambles,11,69,0,England
5184,100,gniedler,0,76,1,Germany
41649,100,Dikker,3,79,2,Russia
110384,100,Haku,46,49,2,Finland
16987,100,rytis,7,73,1,Lithuania
40345,99,prm,28,55,3,Russia
44307,99,The Hunky Squirrel,19,73,4,Finland
33936,99,_sNb,32,59,1,Ukraine
4395,99,Daniel,4,65,2,Norway
58911,99,kronis,7,85,3,Latvia
61279,99,imba*,68,16,3,Russia
119789,99,ollitf,62,15,1,Finland
123808,99,tev,6,93,4,Germany
39321,99,quell,34,48,2,Netherlands
24262,99,Sneakeh,5,83,1,England
70040,99,nuze,4,78,0,Scotland
92347,99,Five baz,32,53,2,SaudiArabia
59086,99,fsal,10,83,2,Russia
90416,99,unabled,0,82,2,Germany
95308,99,Kaga,23,73,1,Scotland
66498,99,taube,15,59,5,Slovenia
12996,99,sno,10,75,1,Netherlands
132509,99,Haiva,46,43,0,Lithuania
126106,99,juxta,7,84,0,France
126068,99,Tony G,9,86,0,UnitedKingdom
77091,99,CbIHoK,61,26,0,Russia
39615,99,Gara.Stark,18,62,4,Spain
80184,98,woolen,47,30,1,England
45465,98,unu,28,60,1,Sweden
104533,98,Hoplitejoe,0,91,1,UnitedKingdom
81623,98,fnordi,1,83,3,Sweden
7493,98,Scriptzon,23,52,1,Portugal
96704,98,dragon_slayer72,64,26,2,Finland
76583,98,ReseF,75,4,1,Lithuania
57468,98,Klefsas,43,28,3,Ukraine
76606,98,4hp,63,16,0,Portugal
90092,98,Abyss,10,84,1,Russia
30255,98,UberLoFF,15,66,0,Norway
48288,98,supra,46,33,2,Poland
117953,98,Unrav,27,57,2,England
91417,98,wreaz,18,60,5,Russia
62108,98,jeff money,24,54,3,England
58963,98,duck,19,67,3,England
88886,98,Burz,25,64,7,Italy
116722,97,One-Two,33,46,2,Russia
33471,97,Hammock,62,23,5,UnitedKingdom
11161,97,Turbo,4,87,2,UnitedKingdom
26412,97,Reservoir Dog,31,49,1,Croatia
119611,97,Rambosaur,57,22,1,Belgium
8007,97,Warmaster,16,56,7,Belgium
945,97,Shintaz,9,39,0,UnitedKingdom
62265,97,Pepis,8,73,2,Finland
117181,97,Polarium,31,36,1,Estonia
124225,97,lecunea,24,58,0,Sweden
104460,97,crazy,22,56,1,Poland
103529,97,bohoc,16,70,1,Hungary
67455,97,Jelly,43,24,3,Netherlands
69831,97,Astt,18,68,2,Finland
16773,97,Goala,3,78,2,Finland
83701,96,a. larry,16,52,1,England
93947,96,kryma,37,33,4,Finland
10471,96,auki,0,68,1,Germany
89927,96,Yodo,5,71,1,European
3562,96,Henchie,14,42,2,Scotland
123311,96,nik,42,40,8,Netherlands
18449,96,NiCO god's hand,2,68,12,France
112498,96,n1xx1,7,70,2,Italy
72197,96,pingu,13,70,0,Netherlands
76142,96,crazycalumrock,54,34,4,England
94950,96,rivka,10,81,1,Denmark
96421,96,Spoon1337,44,42,4,Russia
114876,96,Scruff,13,80,2,England
84527,96,Royal Flush,59,19,2,Scotland
7365,96,evokje,20,52,0,European
90725,96,Sebbo,52,30,1,Finland
21417,96,apollon,13,59,2,Austria
50019,96,sanktio,40,49,3,Finland
91848,96,b_fisch,41,39,2,Germany
68512,95,Verse,11,63,1,Israel
20877,95,Califax,6,58,1,Netherlands
73241,95,Larath,28,45,1,Sweden
43088,95,dob,9,73,0,Germany
24575,95,GetFoo,23,57,4,Sweden
50076,95,panalmi,41,52,4,Finland
88077,95,Samytsi,3,66,1,Finland
70791,95,Poison,4,81,0,UnitedKingdom
58683,95,rech,37,38,4,Denmark
118963,95,t4ntrum,10,84,1,Netherlands
106142,95,z0diack,26,64,1,England
7903,95,Bubschen!!!,4,75,0,Germany
118168,95,vikman,45,38,0,Russia
52617,95,Dr. Heinz,7,78,2,Netherlands
2844,95,Alx,34,27,0,Sweden
63516,95,TausoN,25,47,2,Spain
95884,95,PolygoN,14,74,0,England
131921,94,Noot,27,57,3,Germany
7679,94,dave,1,69,0,Germany
1896,94,Cup Cake,29,55,2,European
117194,94,vocey,24,49,2,Algeria
2229,94,Plapla,19,56,4,France
93016,94,Glyra,57,33,0,Netherlands
111287,94,Hoolygan5,25,46,2,Hungary
89544,94,wardemon,24,56,1,England
75679,94,Popcorp,39,40,3,Estonia
77226,94,gilga,37,53,2,England
115836,94,DONN1Y,17,64,3,Russia
72818,94,Via,2,83,0,Denmark
10114,94,WildEast,23,54,1,Egypt
89679,94,[☁]Emiel,49,24,2,Netherlands
2059,94,Blade,9,69,1,Germany
91761,94,Patonki_,6,71,2,Finland
68879,93,Thaigrr,7,81,1,England
117966,93,ShaddowDude,40,41,1,UnitedKingdom
89531,93,Matek,21,63,2,Poland
95091,93,Kireek,58,20,3,England
125319,93,T.J aka Kacperski75,20,60,4,Poland
94005,93,hamaham,18,69,1,France
47629,93,sid vicious,12,62,2,Belarus
117029,93,ducky,26,53,3,Scotland
91272,93,Mind,17,62,1,Russia
126459,93,HASASYIN,41,42,1,Thailand
127149,93,Apollo,14,79,1,UnitedKingdom
57479,93,supreme,2,74,2,Italy
57229,93,Buddie,12,72,0,Portugal
25622,93,letku,30,25,1,Finland
126288,93,HOI,6,78,2,England
5144,93,Bassie,7,60,2,Scotland
113700,93,spuugen,31,59,3,Finland
43251,93,guz,9,65,1,Lithuania
120326,93,El chippo,41,38,3,Scotland
1107,93,crz,2,61,1,Germany
64982,93,Dange,26,60,0,Finland
39648,93,Heny,17,72,2,Sweden
11080,93,Exon.,21,55,3,France
111599,93,Citrus,69,8,4,Russia
824,92,krol,14,47,2,Russia
95198,92,Chronos,41,29,3,European
56099,92,dffdls,5,57,0,European
75271,92,Scissors,47,16,1,Denmark
105144,92,Aaron,9,78,2,Germany
106831,92,Puoskari,0,82,0,Finland
18495,92,Coco,16,38,2,Belgium
907,92,Dut0n,0,63,2,Luxembourg
124643,92,Qohen,30,42,2,Portugal
2499,92,Rok0s,0,70,2,CzechRepublic
103978,92,Zush,35,42,1,European
25576,92,baud,9,49,7,Belgium
6180,92,sidestep,13,69,0,Germany
68679,92,yucca,62,10,2,Russia
114037,92,Wolfy,19,56,2,Belgium
3235,92,FreezeR,9,46,1,Germany
94640,92,krafty,4,80,1,International
118844,92,klassy,7,75,2,Sweden
113940,92,pinky of Buddha,12,65,4,Russia
12234,92,unHuman,5,47,3,Russia
111677,92,Perlex,9,58,0,Hungary
1901,92,ilike2spin,3,69,0,England
18106,91,Spike Himself,7,62,1,Netherlands
6611,91,miz.stony,0,67,0,Germany
119185,91,Dying Tom,2,87,0,Belgium
75014,91,Cabbage,20,67,1,Belgium
68468,91,WalkeR1337,74,0,1,Russia
116309,91,Reoccurring,32,39,2,Hungary
92939,91,Soupah,4,73,3,France
4695,91,GangsterAlgot,1,64,0,Sweden
120717,91,Straus,41,40,4,CzechRepublic
133169,91,LukA,28,45,0,Croatia
107810,91,celvn,9,70,1,Germany
8944,91,KLar,13,58,1,Germany
116772,91,Kars,7,77,1,Netherlands
43155,91,Meatsoldier,12,63,2,Russia
89597,91,nick fillax,30,48,0,Germany
57428,91,TwiggyWan Kenobi,4,84,2,International
22429,91,Sideshow,5,76,1,UnitedKingdom
103453,91,feevz,0,85,0,Russia
92950,91,bonobo,52,15,3,Belgium
100446,91,Teriyaki Sauce,19,50,2,Portugal
38470,90,The Worst,26,37,2,Russia
66878,90,rabid,1,64,3,Austria
52364,90,Fisherman Mamadu,25,54,0,Portugal
557,90,mosepose,9,65,0,Germany
14385,90,CUBE,24,39,1,England
61424,90,OverLord,8,68,2,Russia
3752,90,rge,1,68,1,Germany
125725,90,Temp,21,49,4,CzechRepublic
92563,90,dududul POPOPOL,3,75,1,France
390,90,pischto,0,63,3,Luxembourg
103767,90,Sodium,41,33,1,Belgium
130472,90,Black,27,54,1,Ireland
4930,90,KillAri,2,77,0,Belgium
1693,90,markyB,0,73,2,Netherlands
79922,90,evans,2,82,1,England
95939,90,aychi,52,34,6,England
128505,90,MORGENSHTERN,29,49,0,Israel
48471,90,Chemical,8,68,1,Russia
69807,90,Ocx,26,36,2,Estonia
125847,90,ziggokill,31,52,1,Sweden
3439,89,userid_ivan,25,54,3,Italy
92205,89,yaynos,21,59,1,England
17143,89,st1ff,4,69,0,Russia
10370,89,car5ten,11,70,2,Germany
119942,89,WFlash,0,77,0,Spain
55709,89,paparazi,2,74,0,Poland
10998,89,Si^,22,42,2,England
104908,89,Rockz,6,57,2,CzechRepublic
26003,89,WildFire,6,56,1,UnitedKingdom
101390,89,START9,22,46,3,Sweden
42521,89,screwb,4,80,0,UnitedStates
13666,89,MikeChilds,13,36,1,England
72550,89,deca,6,68,1,Germany
112203,89,Kyy,15,69,0,Finland
105070,89,AloneInHell,9,61,0,Russia
57863,89,Fra.ger,17,63,2,Lithuania
47800,89,mhwk,7,66,1,CzechRepublic
131781,88,HaZz,25,61,4,UnitedKingdom
96697,88,Exze,17,65,0,UnitedKingdom
92867,88,Toodles,5,74,3,Sweden
12832,88,KloolK,12,43,0,Germany
125489,88,samii,47,31,1,England
5893,88,Willow,9,48,1,UnitedKingdom
13654,88,Ferret,0,30,1,England
12194,88,stuntz,12,67,3,Portugal
30677,88,Swedish Santa,22,54,5,Sweden
1131,88,Kop,5,65,1,England
136662,88,Gergosz.,25,50,2,Hungary
104876,88,Not Steven,28,54,0,UnitedKingdom
8550,88,cezar,21,55,1,Ukraine
74416,88,Pete_,2,70,0,Austria
90329,88,Karx,32,45,2,Poland
