ID,Matches played,Name,Highlander games,6's games,Points,Defaults,Country,Joined
74532,117,Andy,24,63,353,0,Norway,4169
126521,117,dmitri,50,90,417,4,Denmark,2676
92350,117,Gotti,17,96,371,2,Romania,3870
62857,117,Shulqiple,11,78,396,0,Israel,4410
15067,117,Rising,3,96,416,0,Germany,5361
68790,117,damneasy,7,79,338,0,Netherlands,4268
6542,117,spirit,0,73,289,0,Russia,5653
18645,117,Leftism,37,63,299,0,Wales,5266
104481,117,Fire,76,15,330,0,UnitedKingdom,3608
9727,117,Mokki,6,83,344,0,Finland,5524
46606,117,GunroX,28,51,340,2,Ukraine,4712
62754,117,Daul,14,88,385,1,European,4417
119817,117,kpstk,13,90,305,6,CzechRepublic,3067
121837,117,Jake,11,97,357,0,UnitedKingdom,2951
98304,116,chris,6,106,491,0,Ireland,3691
1395,116,Shabbaman,12,86,222,0,Netherlands,5881
104328,116,WML,36,47,337,2,England,3613
1121,116,Anderson,4,89,333,0,Wales,5903
3206,116,Black_Bob,41,49,261,0,UnitedKingdom,5817
120907,116,Wheatley,8,118,359,1,UnitedKingdom,3019
64547,116,pajer0,45,73,476,3,Israel,4338
5832,116,Salmon,13,76,317,0,Finland,5684
100703,116,daga,34,90,441,1,Hungary,3683
62123,116,Toba,44,43,346,0,Finland,4452
61740,116,Concrete,28,68,317,2,Portugal,4469
125630,116,Wylenn,23,136,435,0,International (Locked),2763
128942,116,TK_,52,86,528,2,Finland,2578
107432,116,habeef,42,80,331,2,Denmark,3493
89785,115,Samski,18,95,433,0,UnitedKingdom,4007
658,115,Ortin,0,94,358,0,UnitedKingdom,5958
62742,115,Aubriac,10,87,392,1,Netherlands,4418
51452,115,Konna,30,68,359,0,Finland,4649
94877,115,GibZ',80,34,389,3,Netherlands,3745
62741,115,sheff,25,70,291,0,Estonia,4418
6102,115,Sonny Black,12,72,297,0,Germany,5671
91914,115,TOSS,37,56,367,0,Russia,3898
24750,115,Issun,27,56,347,0,Norway,5091
617,115,pala4,33,36,368,1,Russia,5963
2873,115,Wux,2,90,262,0,Scotland,5825
68181,114,scrab,0,105,389,1,UnitedKingdom,4277
4746,114,kustom3,22,70,387,0,France,5738
574,114,ryb,0,94,451,0,Sweden,5967
119766,114,zejiM,41,52,282,0,Hungary,3069
115547,114,csiga,19,108,519,0,Hungary,3277
1734,114,GeaR,0,92,489,2,Germany,5872
72145,114,Pandahh,11,93,346,1,UnitedKingdom,4209
95277,114,HexeLL,41,68,403,0,Poland,3735
121368,114,nagle,31,70,372,1,UnitedKingdom,2984
106488,114,water123,10,136,468,0,Finland,3524
11228,114,lamei,19,70,350,0,Poland,5470
76416,114,Spirit,23,72,216,1,Sweden,4152
118721,114,Shuffles_,40,96,356,0,UnitedKingdom,3113
51862,113,Jedi(fla)master,73,30,278,3,Poland,4647
100762,113,BreD,20,79,352,1,England,3682
1837,113,Snyyppis,3,78,298,0,Finland,5869
68351,113,AEsirson,52,51,303,0,Germany,4275
47566,113,profix,5,107,366,1,Switzerland,4696
32055,113,Alfie,13,84,354,0,England,5085
74963,113,Dandere,48,52,305,0,England,4164
9036,113,Hidan,13,77,347,0,France,5553
125272,112,kcr,43,104,433,3,Poland,2816
3059,112,Genmix,4,85,281,0,Belgium,5821
119929,112,_gar,2,123,397,1,Sweden,3062
5789,112,Chux,11,42,226,0,Croatia,5686
124900,112,sy S,67,35,329,1,Norway,2857
62427,112,Fuxx,36,57,328,0,Portugal,4435
82350,112,extrasolar,70,37,404,1,UnitedKingdom,4107
8686,112,DeGuN,27,54,373,0,France,5568
51315,112,Wiethoofd,21,65,265,0,Netherlands,4650
13623,112,Raven,9,57,289,0,Russia,5415
95079,112,Swallow,49,41,401,0,Germany,3740
89005,112,voxtec,4,133,451,0,Germany,4054
50219,112,&gt;MF&lt;,35,54,289,0,Netherlands,4656
111080,111,Frans,34,68,299,0,Finland,3437
63275,111,Zinson,6,77,347,0,Russia,4389
43975,111,deljin ♪,9,70,340,0,Israel,4778
90821,111,Crypto,43,64,374,1,Netherlands,3957
123419,111,Deki,44,61,355,0,Serbia,2933
106173,111,Harry,67,68,470,0,UnitedKingdom,3537
50025,111,Trensu,48,46,371,1,Poland,4656
3070,111,Tunttu,8,79,290,0,Finland,5820
59771,111,nijoonen,48,40,463,0,Sweden,4516
99134,111,Morrow,18,72,327,0,Netherlands,3689
127879,110,Ironhawk,29,68,279,0,International,2660
14704,110,murje,7,93,375,0,Finland,5374
126100,110,joe the brave,26,83,342,0,UnitedKingdom,2712
114454,110,Derpy Hooves,19,106,354,2,Finland,3324
51551,110,action-,25,76,367,1,Norway,4649
12040,110,Tusken,11,73,331,0,Russia,5448
11662,110,manhunter,2,101,402,0,Hungary,5459
23867,110,Hisoka,16,88,332,0,Finland,5132
57424,110,private_meta,23,56,348,0,Austria,4561
111128,110,aph,0,130,465,1,Finland,3435
4716,109,Dega,7,85,270,0,Germany,5740
95320,109,LostMySelf,8,91,315,0,Finland,3734
41158,109,NeWas,8,72,303,0,Lithuania,5026
50158,109,Snajper,55,43,299,1,Ukraine,4656
120264,109,Luau,71,37,352,0,European,3048
21770,109,Crake,17,61,321,0,England,5198
62625,109,m0rg,50,15,349,0,Russia,4426
105436,109,Lin,63,28,342,0,Netherlands,3570
4283,109,humbug,3,52,170,0,UnitedKingdom,5766
95878,109,hai,11,109,469,1,Finland,3725
120010,109,o.,21,116,343,0,UnitedKingdom,3059
44180,109,Darx,19,66,359,0,Germany,4768
5049,109,Rake,7,61,327,0,Finland,5725
81527,108,pierzzz-,23,58,321,0,Italy,4112
96462,108,BASSOfreak,0,101,287,1,European,3705
116592,108,asianfetish69,0,95,331,0,Sweden,3232
90015,108,letto,8,73,334,0,Austria,3999
112629,108,poy,63,72,469,0,Switzerland,3384
31624,108,Carlow,29,44,363,0,Sweden,5086
50640,108,pablo,12,91,478,0,Poland,4654
75914,108,Jan,27,62,187,0,Slovenia,4155
65969,108,wackey,0,91,392,0,Israel,4311
124830,108,Big Papa MattJ,61,31,296,0,France,2864
70407,108,Lupus,3,122,337,0,Bulgaria,4241
17018,108,Vega,31,54,349,0,Russia,5306
888,107,drleånn,5,70,306,0,Norway,5935
551,107,byte,18,74,269,0,England,5970
94108,107,kevin,65,54,411,0,Belgium,3787
42880,107,NeoX,0,104,315,0,Germany,4901
76116,107,NigerGufi,27,68,314,1,Hungary,4154
6384,107,vroni,3,78,295,1,Germany,5659
47033,107,Henghast,29,63,280,0,Macedonia,4704
96659,107,Shpeeisme,18,68,361,1,Belgium,3698
37855,107,Hank,15,76,307,0,Finland,5075
32632,107,Imortist,37,54,317,0,Russia,5084
2084,107,demsii,22,58,371,0,Netherlands,5860
2870,107,Goose,35,58,203,0,UnitedKingdom,5825
119186,107,Racso,11,95,347,0,Sweden,3092
67108,107,senko,27,115,451,2,Belgium,4291
117878,106,Shadu,20,124,325,3,UnitedKingdom,3161
2805,106,Hurmukka,8,72,229,0,Finland,5826
107688,106,Dwapking,45,95,510,2,Belgium,3489
92183,106,J3pp3,31,65,325,0,Finland,3881
5471,106,Sikopata,2,89,303,0,Spain,5694
112326,106,Bliss,67,21,299,0,England,3396
84143,106,Drezzo,14,81,354,0,England,4095
102713,106,adamracek,19,68,392,1,CzechRepublic,3661
116391,106,0mger,70,121,695,1,Finland,3242
97911,106,Miju,17,89,413,1,Germany,3692
129422,106,trum,20,84,422,1,Hungary,2538
63235,106,Cherie,47,50,273,0,Russia,4390
9532,106,wolve,20,70,361,0,Sweden,5532
7681,106,Vladi,2,75,230,0,Germany,5605
114504,106,Matthes,2,113,296,0,England,3322
45947,106,walters,18,58,346,0,Latvia,4726
92166,106,MatZer,47,85,602,1,Poland,3882
75650,105,1pt,35,44,297,0,Switzerland,4157
105093,105,StellarHoxy,46,48,165,0,Slovakia,3586
57499,105,Karnax,0,95,287,1,France,4560
123528,105,wiita,78,78,547,0,UnitedKingdom,2932
64969,105,sage,0,85,304,0,Spain,4331
31158,105,DimoN_Net,48,54,349,0,Ukraine,5086
10525,105,rIdEn,3,71,293,0,Germany,5487
125694,105,Eddie,17,72,288,0,UnitedKingdom,2755
4497,105,KnOxXx,3,95,487,0,France,5754
34721,105,Flow.,46,32,330,0,Germany,5081
91449,105,Erupo89,73,15,318,0,Italy,3921
5507,105,Redzzzz,0,95,354,0,Russia,5694
34133,105,flandre,26,33,264,1,Russia,5082
96201,105,jyrkas,64,53,346,0,CzechRepublic,3715
77830,105,yllen,9,94,326,0,UnitedKingdom,4141
91929,105,AWJ,8,98,344,0,UnitedKingdom,3897
41324,104,Funkadelic,4,82,273,1,Ireland,5022
126485,104,snh,12,123,456,5,CzechRepublic,2677
95066,104,Piney,74,45,384,4,UnitedKingdom,3740
6710,104,Konfy,2,73,298,0,Germany,5645
45597,104,Bulle,17,72,358,0,France,4733
89828,104,BRASILGORILA99,4,82,246,0,Portugal,4006
80409,104,Leagle_,42,51,326,0,Finland,4120
110016,104,~Solar,76,42,287,2,European,3470
159,104,Coinz,7,65,305,0,Portugal,6059
66891,104,PeterPan,0,92,342,1,Germany,4293
121315,104,Celerio,4,122,472,2,France,2989
44291,104,Limp.,27,68,334,0,Finland,4762
1478,104,wrdo,8,86,290,0,Finland,5876
67513,104,FLOWER,8,92,373,3,Sweden,4286
7792,103,Rex,12,87,362,0,England,5600
2060,103,Kain,0,95,363,0,Germany,5861
15132,103,Dok125,13,66,316,0,Russia,5359
28335,103,Ritalin,38,41,291,0,Scotland,5089
1933,103,albert,2,69,187,0,UnitedKingdom,5866
22665,103,Axe,7,68,302,0,Russia,5177
58887,103,Goreston,69,11,368,0,UnitedKingdom,4523
13739,103,LillCeder,8,73,310,0,Sweden,5409
11411,103,punct,22,57,266,0,Romania,5465
111230,103,denkra,48,25,325,0,Germany,3431
41592,103,Lurius,18,75,371,0,France,5006
43233,103,cribbe,21,71,253,0,Ireland,4877
2314,103,Roque,25,72,207,0,Finland,5848
66648,103,sp,47,35,410,0,Belgium,4297
104914,103,krokit,6,98,297,0,England,3593
1303,103,baerbel,2,72,261,0,BosniaHerzegovina,5886
90808,103,nole,38,45,315,1,Germany,3958
44215,103,Named,20,60,251,0,Estonia,4766
90402,103,BaaBo,75,71,445,3,Finland,3977
123251,103,Jack,62,47,362,1,Germany,2935
65835,103,foungi,68,43,359,1,Germany,4313
117784,103,Divine,20,71,331,2,Netherlands,3167
93760,103,Fribs,17,89,276,0,UnitedKingdom,3802
22694,102,Sef,14,65,318,0,Portugal,5176
66123,102,Hellblazer,0,101,315,0,Bulgaria,4308
107813,102,Elyassu,17,77,292,0,UnitedKingdom,3487
11869,102,MightyMe,16,68,279,1,Netherlands,5453
42826,102,MIndYe,29,50,276,0,Finland,4907
60113,102,fanny_filth,33,43,352,0,Norway,4512
119040,102,marcel,12,96,397,1,France,3097
89258,102,sorsa,16,66,330,0,Finland,4039
14107,102,Whiteglow,3,87,347,0,Russia,5395
6155,102,rtan,4,77,274,0,Scotland,5668
10449,102,Buffalo Bill,19,52,279,0,Netherlands,5490
112607,101,Cuby,16,113,406,0,France,3384
119586,101,karppi,52,32,296,0,Finland,3076
126619,101,Kingorcoc,33,93,365,3,Germany,2675
73313,101,loopster,7,90,289,0,France,4189
97248,101,ekta koling,2,112,368,0,CzechRepublic,3694
62856,101,Zangetsu,1,79,366,0,Israel,4410
71870,101,Tompe,24,68,318,0,Finland,4213
23602,101,Marf,42,54,351,0,Germany,5146
120255,101,Morgan,44,52,314,1,European,3048
111710,101,lawjr,51,90,483,0,England,3415
78434,101,madmak,13,96,333,1,Russia,4136
41649,100,Dikker,3,79,294,2,Russia,5001
5184,100,gniedler,0,76,251,1,Germany,5715
16987,100,rytis,7,73,291,1,Lithuania,5307
11318,100,LaMqTa,9,55,292,2,Bulgaria,5467
1388,100,MoRpHKoPf,6,83,239,0,Germany,5881
111764,100,shinso,64,82,559,0,Serbia,3413
92566,100,hi im cupcake,5,90,222,0,UnitedKingdom,3856
43274,100,Unlimited,29,55,265,8,Russia,4871
92088,100,kpopfan69,0,91,303,2,France,3888
110384,100,Haku,47,61,297,0,Finland,3462
12449,100,Gambles,11,69,275,0,England,5437
46022,100,Dompa,18,45,152,1,Croatia,4724
23526,100,Kaneco,26,45,265,1,Portugal,5149
46737,100,Spike,12,63,328,2,Spain,4709
72215,100,chooper,82,3,398,0,European,4208
89716,100,dissy,44,55,301,0,Finland,4011
12996,99,sno,10,81,244,0,Netherlands,5423
132509,99,Haiva,71,57,470,0,Lithuania,2211
126106,99,juxta,7,129,409,0,France,2711
39615,99,Gara.Stark,18,62,203,4,Spain,5060
77091,99,CbIHoK,61,26,288,0,Russia,4148
126068,99,piggles,9,124,481,0,UnitedKingdom,2715
58911,99,kronis,7,85,277,3,Latvia,4522
61279,99,imba*,68,16,334,3,Russia,4482
4395,99,Daniel,4,65,251,2,Norway,5761
66498,99,taube,15,59,246,5,Slovenia,4300
95308,99,Kaga,66,115,419,1,Scotland,3734
90416,99,unabled,0,82,279,0,Germany,3977
59086,99,fsal,10,83,332,2,Russia,4521
92347,99,Five baz,31,53,285,2,SaudiArabia,3870
70040,99,nuze,4,78,263,0,Scotland,4247
24262,99,Sneakeh,5,90,268,0,England,5104
39321,99,quell,34,49,284,2,Netherlands,5066
123808,99,tev,6,115,322,3,Germany,2922
119789,99,ollitf,64,15,315,0,Finland,3068
44307,99,The Hunky Squirrel,19,73,307,4,Finland,4762
40345,99,prm,28,55,342,3,Russia,5043
33936,99,_sNb,32,59,296,1,Ukraine,5082
81623,98,fnordi,1,83,263,3,Sweden,4111
104533,98,Hoplitejoe,0,91,271,1,UnitedKingdom,3606
76606,98,4hp,69,16,256,0,Portugal,4151
90092,98,Abyss,10,88,290,0,Russia,3995
58963,98,duck,19,67,283,3,England,4522
62108,98,kindred,34,89,530,2,England,4453
91417,98,wreaz,20,64,364,1,Russia,3922
117953,98,Unrav,27,68,340,0,England,3158
48288,98,supra,46,35,349,0,Poland,4683
30255,98,UberLoFF,15,66,333,0,Norway,5087
80184,98,woolen,47,30,281,1,England,4122
57468,98,Klefsas,43,28,310,3,Ukraine,4561
7493,98,Scriptzon,23,52,339,1,Portugal,5613
96704,98,dragon_slayer72,73,26,276,0,Finland,3696
76583,98,ReseF,99,4,361,1,Lithuania,4151
88886,98,Burz,25,64,307,7,Italy,4061
45465,98,unu,28,60,313,1,Sweden,4735
116722,97,One-Two,34,46,293,3,Russia,3225
11161,97,Turbo,4,99,362,0,UnitedKingdom,5472
62265,97,Pepis,8,74,225,3,Finland,4444
945,97,Shintaz,9,39,365,0,UnitedKingdom,5929
26412,97,Reservoir Dog,31,49,275,1,Croatia,5090
119611,97,Rambosaur,81,26,365,1,Belgium,3075
33471,97,Hammock,62,23,239,5,UnitedKingdom,5083
117181,97,John Cena,34,44,233,0,Estonia,3200
8007,97,Warmaster,16,56,243,7,Belgium,5589
67455,97,Jelly,43,24,283,3,Netherlands,4287
103529,97,bohoc,18,85,375,0,Hungary,3640
16773,97,Goala,3,78,244,2,Finland,5314
69831,97,Astt,18,68,381,2,Finland,4251
104460,97,crazy,22,68,311,0,Poland,3608
124225,97,lecunea,24,69,269,0,Sweden,2896
76142,96,crazycalumrock,62,38,287,3,England,4154
72197,96,pingu,13,70,323,0,Netherlands,4208
93947,96,kryma,37,33,327,4,Finland,3795
83701,96,a. larry,16,52,337,1,England,4098
112498,96,n1xx1,7,70,263,2,Italy,3390
18449,96,NiCO god's hand,2,68,321,12,France,5273
123311,96,nik,54,71,404,5,Netherlands,2934
3562,96,Henchie,14,42,126,2,Scotland,5802
89927,96,Yodo,5,71,241,1,European,4003
10471,96,auki,0,68,266,1,Germany,5489
50019,96,sanktio,40,50,313,3,Finland,4656
21417,96,apollon,13,66,294,1,Austria,5203
90725,96,Sebbo,56,46,353,0,Finland,3962
7365,96,evokje,20,52,299,0,European,5619
84527,96,Royal Flush,82,19,290,0,Scotland,4092
114876,96,Scruff,13,80,297,2,England,3304
96421,96,Spoon1337,57,52,346,3,Russia,3707
91848,96,b_fisch,42,48,292,1,Germany,3902
94950,96,rivka,20,100,374,1,Denmark,3743
88077,95,Samytsi,3,66,173,1,Finland,4071
24575,95,GetFoo,23,57,256,4,Sweden,5091
50076,95,panalmi,41,52,307,4,Finland,4656
73241,95,Larath,28,45,283,1,Sweden,4190
20877,95,Califax,6,58,287,1,Netherlands,5210
68512,95,Verse,11,63,316,1,Israel,4273
43088,95,dob,9,73,318,0,Germany,4883
2844,95,Alx,34,27,390,0,Sweden,5825
52617,95,Dr. Heinz,7,78,262,2,Netherlands,4641
118168,95,vikman,73,58,372,0,Russia,3146
7903,95,Bubschen!!!,4,75,249,0,Germany,5595
106142,95,z0diack,26,65,311,1,Wales,3538
118963,95,t4ntrum,10,89,365,1,Netherlands,3101
95884,95,PolygoN,14,76,328,0,England,3725
63516,95,TausoN,25,47,320,2,Spain,4374
58683,95,rech,37,38,257,4,Denmark,4536
70791,95,Poison,4,94,253,0,UnitedKingdom,4235
93016,94,Glyra,57,33,257,0,Netherlands,3837
2229,94,Plapla,19,56,311,4,France,5853
7679,94,dave,1,69,231,0,Germany,5605
131921,94,Noot,36,67,320,0,Germany,2272
117194,94,vocey,24,49,215,2,Algeria,3199
1896,94,Cup Cake,29,55,277,2,European,5867
111287,94,Hoolygan5,25,46,287,2,Hungary,3428
89544,94,wardemon,24,67,320,0,England,4021
75679,94,Popcorp,39,40,280,3,Estonia,4157
77226,94,gilga,44,76,374,0,England,4147
115836,94,donnyeuzhelietoon,19,73,359,1,Russia,3265
72818,94,Via,2,83,267,0,Denmark,4198
10114,94,WildEast,23,54,277,1,Egypt,5506
89679,94,[☁]Emiel,66,27,366,2,Netherlands,4013
2059,94,Blade,9,69,262,1,Germany,5861
91761,94,Patonki_,6,71,263,2,Finland,3907
113700,93,spuugen,31,63,280,3,Finland,3354
43251,93,guz,9,65,243,1,Lithuania,4874
120326,93,El chippo,41,38,233,3,Scotland,3044
1107,93,crz,2,61,194,1,Germany,5904
64982,93,Dange,26,60,292,0,Finland,4330
39648,93,Heny,17,84,282,0,Sweden,5059
47629,93,sid vicious,12,62,276,2,Belarus,4695
117029,93,ducky,26,53,319,3,Scotland,3207
91272,93,Mind,17,62,219,1,Russia,3928
126459,93,HASASYIN,41,42,250,1,Thailand,2678
127149,93,Apollo,34,133,459,1,UnitedKingdom,2672
57479,93,supreme,2,74,272,2,Italy,4560
57229,93,Buddie,12,72,208,0,Portugal,4565
25622,93,letku,30,25,314,1,Finland,5090
126288,93,HOI,6,78,250,2,England,2691
5144,93,Bassie,7,60,184,2,Scotland,5718
68879,93,Thaigrr,7,90,446,0,England,4267
117966,93,Shaddow,70,88,504,1,UnitedKingdom,3157
89531,93,Matek,46,103,587,2,Poland,4022
95091,93,Kireek,77,26,306,2,England,3740
125319,93,T.J aka Kacperski75,20,65,239,4,Poland,2811
94005,93,hamaham,18,71,250,1,France,3792
11080,93,Exon.,21,55,343,3,France,5473
111599,93,Citrus,93,8,372,2,Russia,3418
94640,92,krafty,6,80,286,1,International,3757
118844,92,klassy,7,75,346,3,Sweden,3106
113940,92,pinky of Buddha,12,68,313,4,Russia,3346
12234,92,unHuman,5,47,260,3,Russia,5443
111677,92,Perlex,9,66,270,0,Hungary,3416
1901,92,ilike2spin,3,69,245,0,England,5867
18495,92,Coco,16,38,248,2,Belgium,5271
907,92,Dut0n,0,63,167,2,Luxembourg,5932
124643,92,Qohen,30,42,270,2,Portugal,2874
2499,92,Rok0s,0,70,280,2,CzechRepublic,5833
103978,92,Zush,35,42,250,1,European,3625
25576,92,baud,9,49,276,7,Belgium,5090
6180,92,sidestep,13,69,233,0,Germany,5667
68679,92,yucca,77,10,296,0,Russia,4270
114037,92,Wolfy,25,62,252,0,Belgium,3342
3235,92,FreezeR,9,46,238,1,Germany,5816
824,92,krol,14,47,244,2,Russia,5940
95198,92,Chronos,41,29,325,3,European,3737
56099,92,dffdls,5,57,290,0,European,4583
75271,92,Scissors,47,16,295,1,Denmark,4160
105144,92,Aaron,9,110,340,2,Germany,3583
106831,92,Puoskari,0,82,370,0,Finland,3511
103453,91,feevz,0,97,339,0,Russia,3642
92950,91,bonobo,52,15,329,3,Belgium,3840
57428,91,Twiggy,4,85,248,2,International,4561
22429,91,Sideshow,5,76,315,1,UnitedKingdom,5184
116772,91,Kars,7,83,369,1,Netherlands,3224
100446,91,Teriyaki,48,65,358,2,Portugal,3684
89597,91,nick fillax,30,48,227,0,Germany,4018
43155,91,Meatsoldier,12,63,324,2,Russia,4880
120717,91,Straus,59,69,386,3,CzechRepublic,3032
133169,91,Luka Enderman,62,92,614,0,Croatia,2156
107810,91,celvn,9,74,278,1,Germany,3487
75014,91,Cabbage,20,67,311,1,Belgium,4163
68468,91,WalkeR1337,103,0,468,1,Russia,4273
116309,91,Reoccurring,33,39,250,2,Hungary,3246
92939,91,Soupah,4,73,277,3,France,3840
8944,91,KLar,13,58,323,1,Germany,5558
18106,91,Spike Himself,7,62,226,1,Netherlands,5284
6611,91,miz.stony,0,67,222,0,Germany,5650
119185,91,Dying Tom,2,94,290,2,Belgium,3092
4695,91,GangsterAlgot,1,64,147,0,Sweden,5742
557,90,mosepose,9,65,227,0,Germany,5970
66878,90,rabid,1,64,249,3,Austria,4293
52364,90,Fisherman Mamadu,25,62,252,1,Portugal,4644
61424,90,OverLord,8,68,294,2,Russia,4479
14385,90,CUBE,24,39,309,1,England,5386
125847,90,ziggokill,41,103,382,1,Sweden,2737
3752,90,rge,1,68,225,1,Germany,5793
125725,90,Temp,21,59,274,5,CzechRepublic,2751
92563,90,dududul POPOPOL,3,76,282,1,France,3856
390,90,pischto,0,63,168,3,Luxembourg,5998
128505,90,MORGENSHTERN,35,58,373,0,Israel,2621
48471,90,Chemical,8,81,337,0,Russia,4679
4930,90,KillAri,2,77,314,0,Belgium,5733
1693,90,markyB,0,73,203,2,Netherlands,5873
79922,90,evans,2,82,286,1,England,4124
95939,90,aychi,62,35,318,0,England,3724
69807,90,Ocx,26,36,220,2,Estonia,4251
38470,90,The Worst,26,37,252,2,Russia,5074
103767,90,Sodium,44,40,291,0,Belgium,3633
130472,90,Black,56,90,537,1,Ireland,2421
42521,89,screwb,4,80,271,0,UnitedStates,4933
13666,89,MikeChilds,13,36,202,1,England,5413
72550,89,D!,6,70,258,1,Germany,4203
112203,89,Kyy,15,91,401,0,Finland,3399
26003,89,WildFire,6,56,176,1,UnitedKingdom,5090
101390,89,START9,22,46,251,3,Sweden,3678
10998,89,Si^,22,42,284,2,England,5475
92205,89,yaynos,21,59,205,1,England,3880
17143,89,st1ff,4,69,309,0,Russia,5303
10370,89,car5ten,11,70,222,2,Germany,5494
119942,89,WFlash,0,86,285,0,Spain,3062
55709,89,paparazi,2,74,293,0,Poland,4591
105070,89,YYYEBOK,9,78,324,0,Russia,3586
57863,89,Fra.ger,17,63,279,2,Lithuania,4553
47800,89,mhwk,7,66,270,1,CzechRepublic,4692
3439,89,userid_ivan,25,54,295,3,Italy,5807
104908,89,Rockz,6,57,249,2,CzechRepublic,3593
13654,88,Ferret,0,30,130,1,England,5414
125489,88,samii,75,47,416,1,England,2783
5893,88,Willow,9,48,162,1,UnitedKingdom,5679
96697,88,Exze,21,65,257,0,UnitedKingdom,3697
92867,88,Toodles,12,122,315,2,Sweden,3843
131781,88,HaZz,26,64,234,4,UnitedKingdom,2286
12832,88,KloolK,12,43,238,0,Germany,5426
12194,88,stuntz,12,67,274,3,Portugal,5444
30677,88,Swedish Santa,22,54,280,5,Sweden,5087
1131,88,Kop,5,65,194,1,England,5902
136662,88,Gergosz.,48,78,507,1,Hungary,1515
104876,88,Not Steven,39,99,583,0,UnitedKingdom,3595
8550,88,cezar,21,55,286,1,Ukraine,5571
74416,88,Pete_,2,70,245,0,Austria,4171
90329,88,Karx,32,45,256,2,Poland,3982
